影像号,读者,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass
IMG-03F1BA49E0,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},79be640ad0c17fb59a74f5203e1ad734315d7df0,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(49, 62, 31)",15.463027458642145,1.0,53.0,f5be003049e41bf1dbbab43ffa1ece5f4298ee93,"(0.9999999999999999, 0.9999999999999999, 2.0)","(49, 62, 31)","(5, 5, 1, 39, 52, 25)",14394,1,"(23.41169931916076, 31.86202584410171, 13.864110045852438)","(0.8379850500058375, 29.967751860597563, 8.965677942035896)"
IMG-2F73457616,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},e9f1e3325dd026804a5c9d81d7aa48c67285ae02,3D,"(0.9999999999999999, 1.0, 1.9999999999999998)","(51, 65, 33)",7.728461081402258,1.0,28.0,a4f7344c4f7ac900dbfd96d7cdce8f3d8b296169,"(0.9999999999999999, 1.0, 1.9999999999999998)","(51, 65, 33)","(5, 5, 3, 41, 55, 25)",6836,1,"(27.379900526623757, 27.90579286132241, 15.3734640140433)","(-2.493321320227068, 38.037769032026276, 72.63233135300868)"
IMG-887B5BBEA4,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},3df57057c9d4c5ceae9741ccd7afc65e9dbb697b,3D,"(0.9999999999999999, 1.0, 2.0)","(42, 49, 33)",13.926760314515416,1.0,28.0,6c154be67d9f23bbb3ec10ff73dd8e94c2b662fd,"(0.9999999999999999, 1.0, 2.0)","(42, 49, 33)","(5, 5, 5, 32, 39, 23)",9742,1,"(21.034489837815645, 25.568466433997127, 15.434715664134675)","(-1.242423581470259, 29.192077777996687, -64.45121560562)"
IMG-9E2C4ABE0B,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},732fdd8f6b36adc52cee3ef99c829e7ebbe7d82a,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)",13.326800847457626,1.0,35.0,2f1218d7ea4de442116ac925fae59e18a95079ee,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)","(7, 13, 5, 46, 33, 25)",8856,1,"(29.447380307136406, 29.45099367660343, 17.774277326106596)","(-9.969889842362509, 33.53814862854272, 29.446457618141757)"
IMG-9E2C4ABE0B,R2,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},97b96d4858ee55709944e7a0e6bf33367f6f2e5e,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)",14.522833355402541,1.0,38.0,ed7b6d7f4cc05dc52b470469bce1be4bdb2861b3,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)","(5, 5, 5, 54, 49, 25)",20993,1,"(30.519363597389606, 27.892869051588626, 15.7906445005478)","(-8.885755471503288, 33.08548862381426, 25.211383527261127)"
IMG-56F78D7F71,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},dc4aab10b24813fc1552fcd11a7dae201558291b,3D,"(1.0, 1.0, 1.9999999999999998)","(73, 94, 54)",12.648064488271425,1.0,42.0,99c4689ca90a744c3664f2fd8644888adb0d64fe,"(1.0, 1.0, 1.9999999999999998)","(73, 94, 54)","(5, 5, 5, 63, 84, 44)",67626,1,"(35.44255168130601, 48.90607162925502, 27.489057463105905)","(-1.8942483186939754, 32.87717162925503, -7.222985073788209)"
IMG-CC74D73278,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},f54a418423eab20d72855b35968a6c5b640a7b9a,3D,"(1.0, 1.0, 1.9999999999999998)","(40, 29, 19)",9.595916515426497,3.0,26.0,cccaa191c5e5511eeefbc006806d74853630d04a,"(1.0, 1.0, 1.9999999999999998)","(40, 29, 19)","(5, 5, 5, 30, 19, 9)",1875,1,"(20.8016, 13.136533333333333, 8.768)","(-11.047051798697467, 12.640804122088383, -36.9099259696125)"
IMG-AD2B6907E7,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},dd13b2e105db396a87a234d1a990406899ffb2ae,3D,"(1.0, 1.0, 1.9999999999999998)","(48, 46, 30)",12.231053743961352,2.0,26.0,f703c7134722f2823a29bec90f89e802ab622fa2,"(1.0, 1.0, 1.9999999999999998)","(48, 46, 30)","(5, 5, 5, 38, 36, 20)",7904,1,"(24.25139170040486, 22.64891194331984, 15.288461538461538)","(-3.17631854363664, 38.12801929025343, 43.15642739299716)"
IMG-FF74DF2CB0,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},a75a68193c9b9e3d5a5e1de5bb3dc1e3dc1e05cd,3D,"(1.0, 1.0, 1.9999999999999998)","(40, 46, 30)",13.160597826086956,1.0,35.0,bff41a4707059f1fb15f300580759ae66cb2aeaa,"(1.0, 1.0, 1.9999999999999998)","(40, 46, 30)","(5, 5, 5, 30, 36, 20)",5334,1,"(17.496062992125985, 21.053243344581926, 12.48931383577053)","(-7.619037007873999, 64.89904334458195, 33.91032767154105)"
IMG-CA8DB0E356,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},0beaf7d033668f1fd2eb62b256f7badc051d52d8,3D,"(1.0, 1.0, 2.0)","(38, 43, 24)",12.837540799673603,1.0,33.0,5300e90a5bf1c8a3494c3ed6e45fcbbaa4c0da31,"(1.0, 1.0, 2.0)","(38, 43, 24)","(5, 5, 3, 28, 33, 16)",2943,1,"(18.40808698606864, 21.651715936119604, 11.898063200815495)","(-6.836168912785109, 44.63755540245508, 13.408549625842003)"
IMG-B620C26C3C,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},77c2223a6bc360fc370a12dac1fe9de14477e1a2,3D,"(0.9999999999999998, 1.0, 2.0)","(39, 34, 22)",9.085630056218292,2.0,19.0,663053b36423f84bdbd0dcd20111a52a447644d7,"(0.9999999999999998, 1.0, 2.0)","(39, 34, 22)","(5, 5, 5, 29, 24, 12)",1939,1,"(17.920061887570913, 17.4337287261475, 10.30221763795771)","(-17.4449011234065, 48.31690580988416, 0.600741078807534)"
IMG-D0FB6C7AE7,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},6bdb72bdd8fb5a2a5a2d3e763afd5f0161a9b614,3D,"(1.0, 1.0, 2.0)","(52, 48, 26)",10.359082223865878,1.0,25.0,ccef32b4ebfd3a7c8b25e1e92ae4ecfd2cb05ad2,"(1.0, 1.0, 2.0)","(52, 48, 26)","(7, 6, 7, 36, 36, 13)",4667,1,"(25.682022712663382, 22.894578958645813, 12.808442254124705)","(3.071179428887582, 26.357215352373636, 7.735514827243705)"
IMG-D0FB6C7AE7,R2,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},5926b87e78bb2f6f24ed6c0d492c18c8fe227eb8,3D,"(1.0, 1.0, 2.0)","(52, 48, 26)",13.257519723865878,1.0,32.0,87a04afa9ff65a4bd2ac192ebab4c91417998567,"(1.0, 1.0, 2.0)","(52, 48, 26)","(5, 5, 5, 42, 38, 17)",9579,1,"(24.49180499008247, 23.447645892055537, 13.60966697985176)","(1.8770876514320278, 27.751710865818907, 6.776412314489569)"
IMG-D9EB6D7E30,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},6b9b7e507e2cbfa0f6e2e690583c8bf0825b33af,3D,"(0.9999999999999999, 1.0, 2.0)","(48, 65, 33)",16.286276223776223,1.0,33.0,30e5e07bb8dda1dd6354350bbecf23b0a319315a,"(0.9999999999999999, 1.0, 2.0)","(48, 65, 33)","(5, 5, 5, 38, 55, 23)",12710,1,"(23.627616050354053, 32.146341463414636, 17.296302124311566)","(13.059589904103381, 28.491355246769395, 39.23245544187186)"
IMG-21459DC175,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},568dd0ea5e66fff757be9db3770f9fceb7a67215,3D,"(1.0, 0.9999999999999999, 2.0)","(41, 40, 28)",15.146689895470383,1.0,40.0,a86a874acb7b197a91d74f80c8f05535635acb22,"(1.0, 0.9999999999999999, 2.0)","(41, 40, 28)","(5, 5, 5, 31, 30, 18)",4999,1,"(18.80876175235047, 20.56131226245249, 14.023404680936187)","(-9.160632913560011, 63.83602897032314, 52.55966511834884)"
IMG-924E797A9E,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},bea785a3c877acc4402bae81226a74b63bbbf9ac,3D,"(0.9999999999999999, 0.9999999999999999, 1.9999999999999998)","(50, 45, 31)",15.364702508960573,1.0,41.0,71dc152d3ac31e7081169f4cb06c67dc13bb9d09,"(0.9999999999999999, 0.9999999999999999, 1.9999999999999998)","(50, 45, 31)","(5, 5, 1, 40, 35, 25)",8984,2,"(25.58559661620659, 20.549087266251114, 12.244434550311665)","(-17.77134634942762, 43.471337448609134, -20.582778093636172)"
IMG-A6F90B5698,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},c8bb31c920b930c85e69a9df55d26cf37f9f796d,3D,"(1.0, 1.0, 1.9999999999999998)","(39, 48, 35)",16.901297313797315,1.0,49.0,7953ada30c30af657493679009e2831f04c042d2,"(1.0, 1.0, 1.9999999999999998)","(39, 48, 35)","(5, 5, 5, 29, 38, 25)",8354,1,"(21.67380895379459, 21.112880057457506, 17.330260952836966)","(-15.896191046205402, 28.383180057457512, -26.26977809432607)"
IMG-089709848D,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},ea7aefbf31904ad383dcc57d67d377d023b8d085,3D,"(1.0, 0.9999999999999999, 1.9999999999999998)","(54, 58, 30)",15.301681566624096,1.0,32.0,4c68d64b31788e14c200a1f4ce180a5e680ece08,"(1.0, 0.9999999999999999, 1.9999999999999998)","(54, 58, 30)","(5, 5, 5, 44, 48, 20)",11732,1,"(25.691697920218207, 29.525059665871122, 12.636805318786227)","(4.9727329976143615, 37.884344917134484, 47.085421763084796)"
