影像号,读者,split,n_roi,n_below,n_above,frac_below,frac_above,roi_min,roi_max
IMG-3AA422094F,R1,A,4072,0,0,0.0,0.0,0.7066421508789062,4.338160514831543
IMG-34BB6ABEC6,R1,B,3129,0,0,0.0,0.0,0.9710713624954224,2.9130635261535645
IMG-C75BD32FBE,R1,A,4525,0,0,0.0,0.0,0.965083122253418,4.578898906707764
IMG-4971F5AC6D,R1,A,13063,0,0,0.0,0.0,0.5718222260475159,3.8942010402679443
IMG-88A5AD1265,R1,B,5185,0,0,0.0,0.0,1.4006139039993286,4.473878383636475
IMG-97E9F2C29B,R1,B,3042,0,0,0.0,0.0,1.5326400995254517,4.455013275146484
IMG-97E9F2C29B,R2,B,11839,0,0,0.0,0.0,0.5959628224372864,6.6195855140686035
IMG-3277CEE26B,R1,A,3151,0,0,0.0,0.0,1.5399342775344849,6.393290996551514
IMG-1583C2350D,R1,B,3693,0,0,0.0,0.0,1.2172876596450806,5.026833534240723
IMG-0E703C00C4,R1,A,14341,0,0,0.0,0.0,0.4760388433933258,5.285619258880615
IMG-2038F1FF32,R1,A,14581,0,0,0.0,0.0,0.7376287579536438,6.07313871383667
IMG-D122DA15EE,R1,A,5937,0,0,0.0,0.0,0.8671943545341492,4.636945724487305
IMG-5F709341D1,R1,B,6083,0,0,0.0,0.0,1.1971133947372437,6.429188251495361
IMG-FCB482DFC1,R1,A,10365,0,0,0.0,0.0,1.0368881225585938,8.087065696716309
IMG-0CBFC07908,R1,A,13671,0,0,0.0,0.0,0.8080869913101196,5.2236247062683105
IMG-B98B3A15DF,R1,A,28323,0,0,0.0,0.0,0.9173718690872192,6.945599555969238
IMG-1EA2F09A23,R1,A,13220,0,0,0.0,0.0,0.9342224597930908,6.3993024826049805
IMG-79A4F0ADA9,R1,A,7152,0,0,0.0,0.0,1.1580079793930054,8.93840503692627
IMG-05B7E87122,R1,B,2905,0,0,0.0,0.0,1.360849380493164,5.257251739501953
IMG-F83C4C56BC,R1,B,1420,0,0,0.0,0.0,2.173511505126953,5.391157627105713
IMG-455A5A01E4,R1,A,6649,0,0,0.0,0.0,1.1399754285812378,7.4585466384887695
IMG-E488AF3FF6,R1,B,3719,0,0,0.0,0.0,0.6172820925712585,2.7956972122192383
IMG-24923A3FA1,R1,A,3292,0,0,0.0,0.0,1.3359193801879883,5.1677727699279785
IMG-FFE4FA252C,R1,B,26393,0,0,0.0,0.0,0.29921671748161316,5.039404392242432
IMG-76AA075229,R1,A,13333,0,0,0.0,0.0,0.9115144610404968,6.867955684661865
IMG-55F9E5483B,R1,B,11815,0,0,0.0,0.0,0.6573051810264587,2.5938949584960938
IMG-84BD5A09A5,R1,B,1001,0,0,0.0,0.0,1.2244443893432617,3.194972276687622
IMG-94B3FD2C28,R1,A,6918,0,0,0.0,0.0,1.5355486869812012,6.218902111053467
IMG-40350FCA2E,R1,B,2639,0,0,0.0,0.0,1.36258864402771,4.511325836181641
IMG-FC78791CB1,R1,A,17233,0,0,0.0,0.0,1.236216425895691,8.974529266357422
IMG-71E57AB0AA,R1,A,6519,0,0,0.0,0.0,0.9404473900794983,4.363123416900635
IMG-833E2B96C5,R1,A,8250,0,0,0.0,0.0,0.7745885252952576,4.71123743057251
IMG-8DC884E180,R1,B,10649,0,0,0.0,0.0,1.2679678201675415,5.211255073547363
IMG-224449B3C8,R1,B,6045,0,0,0.0,0.0,1.293760895729065,4.697389602661133
IMG-23C5F88703,R1,A,5959,0,0,0.0,0.0,1.1357593536376953,6.073452472686768
IMG-BE4E03A7EC,R1,A,12270,0,0,0.0,0.0,0.6472097039222717,3.945810556411743
IMG-888B3DCBD4,R1,B,9814,0,0,0.0,0.0,1.5787149667739868,4.487154960632324
IMG-CF55BF6E7E,R1,A,4106,0,0,0.0,0.0,0.8282216787338257,6.849440097808838
IMG-2993B54556,R1,A,6324,0,0,0.0,0.0,1.1732004880905151,4.961199760437012
IMG-ABC443CC89,R1,B,5401,0,0,0.0,0.0,1.3436903953552246,4.519845485687256
IMG-0BF441CFFD,R1,A,5075,0,0,0.0,0.0,1.1342389583587646,6.133191108703613
IMG-CF7D513190,R1,B,10423,0,0,0.0,0.0,0.9132111668586731,4.310548305511475
IMG-1610969B40,R1,B,1826,0,0,0.0,0.0,0.7319630980491638,4.219000339508057
IMG-27963623FC,R1,B,7784,0,0,0.0,0.0,0.9466007947921753,5.07855749130249
IMG-4C2D1F3E83,R1,A,2101,0,0,0.0,0.0,1.4857958555221558,5.769096374511719
IMG-661F5E6D96,R1,B,1460,0,0,0.0,0.0,1.700269103050232,4.2848005294799805
IMG-26EAA54C4E,R1,B,3875,0,0,0.0,0.0,1.271393060684204,4.565316200256348
IMG-64F9D9EAFD,R1,A,3232,0,0,0.0,0.0,1.1731889247894287,5.052546501159668
IMG-409C8E0531,R1,B,2409,0,0,0.0,0.0,1.107962727546692,3.865412950515747
IMG-BA1F2CA3C2,R1,A,6177,0,0,0.0,0.0,1.0522525310516357,6.6093339920043945
IMG-99018A3BBF,R1,A,14283,0,0,0.0,0.0,0.45809459686279297,6.659363746643066
IMG-50E116010A,R1,A,15505,0,0,0.0,0.0,1.0890381336212158,7.305878639221191
IMG-CA1864CAB7,R1,B,29753,0,0,0.0,0.0,0.5655979514122009,3.7680323123931885
IMG-B5724F0DA1,R1,B,13760,0,0,0.0,0.0,1.3083457946777344,5.679195404052734
IMG-B58B195A92,R1,A,27309,0,0,0.0,0.0,0.5796894431114197,5.316269874572754
IMG-1B12ABD1BD,R1,A,3245,0,0,0.0,0.0,0.9617089629173279,5.634102821350098
IMG-2F127584F6,R1,B,4831,0,0,0.0,0.0,1.006115198135376,5.11205530166626
IMG-E32C034F3E,R1,A,30393,0,0,0.0,0.0,0.7453312873840332,5.343728542327881
IMG-3764EDD622,R1,A,38657,0,0,0.0,0.0,0.6394435167312622,11.917529106140137
IMG-64AB7DEE94,R1,A,31479,0,0,0.0,0.0,0.6439248323440552,6.742334842681885
IMG-D41184EA72,R1,A,4069,0,0,0.0,0.0,0.874552845954895,4.190998554229736
IMG-5BA0ADBC4C,R1,B,4495,0,0,0.0,0.0,1.1876635551452637,4.0902838706970215
IMG-7A55781B9B,R1,A,7495,0,0,0.0,0.0,0.9737748503684998,5.900303363800049
IMG-1956F93A94,R1,A,18290,0,0,0.0,0.0,0.5430583357810974,4.145547389984131
IMG-A22BE3ED59,R1,A,22032,0,0,0.0,0.0,0.6534609198570251,7.6590471267700195
IMG-5A5B8AB14F,R1,B,10181,0,0,0.0,0.0,0.6129401326179504,4.590559959411621
IMG-18C4D92767,R1,A,10361,0,0,0.0,0.0,0.554389476776123,4.526861667633057
IMG-65A394D23B,R1,B,13291,0,0,0.0,0.0,1.0827150344848633,3.699619770050049
IMG-6816D8B955,R1,A,14326,0,0,0.0,0.0,0.6302282810211182,8.025033950805664
IMG-15C2735A6C,R1,B,18131,0,0,0.0,0.0,0.7676426768302917,4.137694358825684
IMG-6EC79803B0,R1,A,6640,0,0,0.0,0.0,0.886620044708252,5.573192119598389
IMG-4FC941C223,R1,A,2339,0,0,0.0,0.0,1.1899776458740234,4.808913707733154
IMG-492B7B6733,R1,A,1802,0,0,0.0,0.0,1.4808567762374878,5.857347011566162
IMG-1C08E2D087,R1,A,16359,0,0,0.0,0.0,0.8721092939376831,5.636444091796875
IMG-DE81D2274C,R1,A,2851,0,0,0.0,0.0,1.1551499366760254,6.900748252868652
IMG-902274DA71,R1,A,6439,0,0,0.0,0.0,0.609285295009613,3.9679982662200928
IMG-E93A5C05AD,R1,A,1443,0,0,0.0,0.0,1.1536240577697754,5.405070781707764
IMG-8AB7D47FEF,R1,B,22627,0,0,0.0,0.0,0.8699315190315247,4.78121280670166
IMG-BD44B1455E,R1,B,18689,0,0,0.0,0.0,0.6378377079963684,3.5884804725646973
IMG-114C90DEA1,R1,A,10487,0,0,0.0,0.0,0.6801926493644714,4.722762107849121
IMG-FD6A3F9B5F,R1,A,9736,0,0,0.0,0.0,0.938685953617096,5.575161457061768
IMG-FD48BE03D7,R1,B,5835,0,0,0.0,0.0,1.2560465335845947,4.0193562507629395
IMG-5162797D54,R1,A,7258,0,0,0.0,0.0,0.48838645219802856,5.616585731506348
IMG-91927D1621,R1,A,180348,0,0,0.0,0.0,0.027733994647860527,8.96479606628418
IMG-EA7B6364A7,R1,B,3768,0,0,0.0,0.0,1.3895560503005981,4.459742069244385
IMG-8B3F8BA7D6,R1,B,6686,0,0,0.0,0.0,1.0923699140548706,4.162881851196289
IMG-303462E9AB,R1,B,4776,0,0,0.0,0.0,1.045362114906311,4.453227996826172
IMG-1A8A63EDA6,R1,A,2171,0,0,0.0,0.0,1.1299551725387573,4.595941066741943
IMG-80199D80D4,R1,A,5527,0,0,0.0,0.0,0.900520384311676,6.809812068939209
IMG-CE8B531748,R1,A,10231,0,0,0.0,0.0,0.469981849193573,4.422329902648926
IMG-B59F60C732,R1,B,5727,0,0,0.0,0.0,0.544704794883728,4.6927571296691895
IMG-54236152F7,R1,A,20165,0,0,0.0,0.0,0.4748217761516571,10.145491600036621
IMG-CFAF88B4CD,R1,A,4407,0,0,0.0,0.0,1.212675929069519,7.499133586883545
IMG-624280518C,R1,B,10455,0,0,0.0,0.0,1.1163374185562134,3.7411394119262695
IMG-2598452A2C,R1,A,3876,0,0,0.0,0.0,0.6525349020957947,4.226963520050049
IMG-95DCA281A3,R1,A,3630,0,0,0.0,0.0,0.7951591610908508,3.748349189758301
IMG-A7D59529BB,R1,A,14237,0,0,0.0,0.0,0.8260133266448975,7.774096965789795
IMG-C494A4152C,R1,B,8411,0,0,0.0,0.0,1.5350948572158813,3.4148409366607666
IMG-D6415F4197,R1,A,4472,0,0,0.0,0.0,0.6300188899040222,4.103235244750977
IMG-70906056DC,R1,A,1896,0,0,0.0,0.0,0.9478421807289124,3.9891233444213867
IMG-D085D2AAE2,R1,A,4611,0,0,0.0,0.0,0.9171331524848938,5.903011322021484
IMG-0203DA228B,R1,B,2911,0,0,0.0,0.0,1.5095794200897217,4.631551265716553
IMG-EC1E7A94F3,R1,A,6890,0,0,0.0,0.0,0.9613211154937744,3.98817777633667
IMG-8014D09B0A,R1,A,18383,0,0,0.0,0.0,0.6159510612487793,4.935208797454834
IMG-4449C8D329,R1,B,1681,0,0,0.0,0.0,1.443285346031189,3.845612049102783
IMG-63FD509047,R1,A,14003,0,0,0.0,0.0,0.6585168242454529,6.920342445373535
IMG-83994CA207,R1,A,9012,0,0,0.0,0.0,0.3293040990829468,5.273333549499512
IMG-D388333648,R1,A,6379,0,0,0.0,0.0,0.8513309955596924,4.871708869934082
IMG-BB361E6F33,R1,A,8518,0,0,0.0,0.0,0.7249521017074585,8.845949172973633
IMG-2EBA49844B,R1,B,15219,0,0,0.0,0.0,0.7491536140441895,4.533615589141846
IMG-A301495109,R1,B,7259,0,0,0.0,0.0,0.7297350168228149,3.264606475830078
IMG-29CE8C38A1,R1,A,16660,0,0,0.0,0.0,0.7308387756347656,7.405966758728027
IMG-36EEC399FC,R1,A,5753,0,0,0.0,0.0,0.7887840270996094,5.5403594970703125
IMG-E740D52D51,R1,A,31051,0,0,0.0,0.0,0.6296755075454712,8.5963134765625
IMG-EFFAAC8239,R1,A,276,0,0,0.0,0.0,1.4091129302978516,4.370807647705078
IMG-484D861783,R1,A,6796,0,0,0.0,0.0,0.7431051135063171,5.43420934677124
IMG-D032350B9E,R1,A,2423,0,0,0.0,0.0,0.7412932515144348,5.279937744140625
IMG-D1D5842957,R1,B,2364,0,0,0.0,0.0,1.692850947380066,4.5389251708984375
IMG-590C82EC78,R1,A,1725,0,0,0.0,0.0,1.2954639196395874,5.339568138122559
IMG-1D343A7BA2,R1,A,7936,0,0,0.0,0.0,0.958360493183136,6.409443378448486
IMG-A83F2A8C19,R1,A,7663,0,0,0.0,0.0,0.5208057165145874,4.944356441497803
IMG-AD61D63F8E,R1,A,25188,0,0,0.0,0.0,0.5548084378242493,4.700624942779541
IMG-8FCEE43A85,R1,B,1016,0,0,0.0,0.0,2.0639774799346924,6.101387023925781
IMG-A2468C96C1,R1,B,3532,0,0,0.0,0.0,1.1137388944625854,3.426067590713501
IMG-1DA75142BB,R1,A,4328,0,0,0.0,0.0,1.0980359315872192,6.844344615936279
IMG-AC72589A50,R1,A,13008,0,0,0.0,0.0,0.8181829452514648,4.8323445320129395
IMG-B1528A6D99,R1,A,5930,0,0,0.0,0.0,1.1937298774719238,6.224995136260986
IMG-1764C2BF64,R1,B,2273,0,0,0.0,0.0,1.6669882535934448,3.945673704147339
IMG-4E9691F81E,R1,A,11318,0,0,0.0,0.0,0.7233957052230835,6.965326309204102
IMG-6EE77F37E5,R1,B,5747,0,0,0.0,0.0,1.010002851486206,3.8467466831207275
IMG-ECE007F92E,R1,A,17347,0,0,0.0,0.0,0.6300614476203918,4.458804607391357
IMG-E4848F18F3,R1,A,26183,0,0,0.0,0.0,0.5920582413673401,5.856445789337158
IMG-3308024D3D,R1,A,17556,0,0,0.0,0.0,0.895781397819519,8.863065719604492
IMG-747FB60C60,R1,B,6630,0,0,0.0,0.0,1.7337310314178467,4.7604594230651855
IMG-A8EB341591,R1,A,41461,0,0,0.0,0.0,0.24433352053165436,8.747705459594727
IMG-D4F62F739A,R1,B,6839,0,0,0.0,0.0,0.8138701915740967,3.656235933303833
IMG-5510E43A20,R1,A,6744,0,0,0.0,0.0,0.6156131625175476,4.393296241760254
IMG-59F1C27615,R1,A,4671,0,0,0.0,0.0,0.8462672233581543,4.975358009338379
IMG-467A11749B,R1,A,758,0,0,0.0,0.0,3.4200193881988525,8.582207679748535
IMG-510371DDF5,R1,A,6170,0,0,0.0,0.0,0.9227486252784729,4.005484580993652
IMG-1C0B040D5F,R1,B,33379,0,0,0.0,0.0,0.8124343752861023,4.772642135620117
IMG-0B0367AA20,R1,B,1490,0,0,0.0,0.0,1.00332772731781,2.988064765930176
IMG-528C6CF610,R1,A,5744,0,0,0.0,0.0,0.9119448065757751,6.426820755004883
IMG-E0F62AB36F,R1,B,2559,0,0,0.0,0.0,1.5789060592651367,4.738715648651123
IMG-4A07EA39CE,R1,B,2718,0,0,0.0,0.0,1.4529292583465576,5.159541606903076
IMG-36AC375F9E,R1,A,3353,0,0,0.0,0.0,0.9383262991905212,5.050400733947754
IMG-316818AB3A,R1,A,6752,0,0,0.0,0.0,1.1011648178100586,4.764308929443359
IMG-455B78B730,R1,A,5860,0,0,0.0,0.0,0.7549446225166321,4.112089157104492
IMG-E968058CF3,R1,A,6543,0,0,0.0,0.0,1.0258134603500366,7.3724870681762695
IMG-0A611FB1F6,R1,A,7244,0,0,0.0,0.0,0.9724308848381042,6.9842939376831055
IMG-6EF7AC9635,R1,A,9631,0,0,0.0,0.0,0.9632866978645325,5.795991897583008
IMG-753DDA4F42,R1,A,2232,0,0,0.0,0.0,0.5653112530708313,4.201949596405029
IMG-D40E6756F5,R1,A,2799,0,0,0.0,0.0,0.8755311369895935,4.216822147369385
IMG-D1AAD39E93,R1,A,10973,0,0,0.0,0.0,0.8092698454856873,5.708743572235107
IMG-0DE717A45F,R1,B,1948,0,0,0.0,0.0,1.4528276920318604,6.148310661315918
IMG-E67FBBCB28,R1,B,3900,0,0,0.0,0.0,1.4965349435806274,4.0510783195495605
IMG-C43C8E321C,R1,A,16889,0,0,0.0,0.0,0.38652920722961426,6.814435958862305
IMG-0030A52322,R1,A,4779,0,0,0.0,0.0,1.2527772188186646,7.107615947723389
IMG-D7D236D533,R1,A,16332,0,0,0.0,0.0,0.6544017791748047,6.916072845458984
IMG-7CA9BEBE72,R1,A,9703,0,0,0.0,0.0,0.6387089490890503,5.681768417358398
IMG-F1F4C7746A,R1,B,6201,0,0,0.0,0.0,1.5332366228103638,5.845946788787842
IMG-ABBB6E83CB,R1,A,5430,0,0,0.0,0.0,1.1184080839157104,5.872853755950928
IMG-DCBE1524E9,R1,A,2525,0,0,0.0,0.0,0.836317241191864,6.111443996429443
IMG-6427C96710,R1,A,17097,0,0,0.0,0.0,0.867361307144165,8.13975715637207
IMG-ADC448E361,R1,B,3689,0,0,0.0,0.0,1.6808929443359375,4.5709075927734375
IMG-C7D5EC274A,R1,A,1516,0,0,0.0,0.0,0.5625296235084534,2.576371192932129
IMG-0A716D9DE8,R1,A,2218,0,0,0.0,0.0,0.3918425440788269,5.524761199951172
IMG-D5E58F8859,R1,A,6316,0,0,0.0,0.0,0.2135559320449829,3.7873833179473877
IMG-B4DE82A20A,R1,A,7878,0,0,0.0,0.0,0.35650956630706787,4.440717697143555
IMG-372E6F7819,R1,A,3764,0,0,0.0,0.0,1.314188838005066,5.4667510986328125
IMG-83E16F4943,R1,A,8989,0,0,0.0,0.0,1.1023842096328735,6.742654323577881
IMG-7328CD0240,R1,A,2151,0,0,0.0,0.0,0.5973360538482666,4.229475975036621
IMG-39B37EA5AA,R1,B,9140,0,0,0.0,0.0,1.016035795211792,4.412317752838135
IMG-B4A893F49A,R1,B,1958,0,0,0.0,0.0,1.8404948711395264,5.58685302734375
IMG-9200C18331,R1,B,7794,0,0,0.0,0.0,0.9934089779853821,4.31107234954834
IMG-C02F4F397B,R1,B,8204,0,0,0.0,0.0,0.4879215955734253,3.6171648502349854
IMG-CEA9165C97,R1,A,9447,0,0,0.0,0.0,0.785755455493927,5.381516456604004
IMG-0B27CE5306,R1,A,4155,0,0,0.0,0.0,1.0431346893310547,5.062121868133545
IMG-289CB955B6,R1,A,1594,0,0,0.0,0.0,1.9286603927612305,9.875025749206543
