影像号,读者,split,n_roi,n_below,n_above,frac_below,frac_above,roi_min,roi_max
IMG-84BD5A09A5,R1,B,1001,0,0,0.0,0.0,-2.797593593597412,4.042970657348633
IMG-94B3FD2C28,R1,A,6918,0,0,0.0,0.0,-2.9176735877990723,5.479608058929443
IMG-40350FCA2E,R1,B,2639,0,0,0.0,0.0,-4.0287322998046875,6.836213111877441
IMG-FC78791CB1,R1,A,17233,0,0,0.0,0.0,-3.7158944606781006,10.100260734558105
IMG-71E57AB0AA,R1,A,6519,0,0,0.0,0.0,-2.909764528274536,5.496404647827148
IMG-833E2B96C5,R1,A,8250,0,0,0.0,0.0,-2.657212734222412,7.577450275421143
IMG-8DC884E180,R1,B,10649,0,0,0.0,0.0,-3.501277208328247,8.342123985290527
IMG-224449B3C8,R1,B,6045,0,0,0.0,0.0,-3.4966847896575928,5.229962348937988
IMG-23C5F88703,R1,A,5959,0,0,0.0,0.0,-3.08493971824646,7.576510906219482
IMG-BE4E03A7EC,R1,A,12270,0,0,0.0,0.0,-3.3399651050567627,5.407047748565674
IMG-888B3DCBD4,R1,B,9814,0,0,0.0,0.0,-2.933461904525757,5.759366989135742
IMG-CF55BF6E7E,R1,A,4106,0,0,0.0,0.0,-2.6902220249176025,4.46126127243042
IMG-2993B54556,R1,A,6324,0,0,0.0,0.0,-2.8788516521453857,4.63161039352417
IMG-ABC443CC89,R1,B,5401,0,0,0.0,0.0,-3.804342746734619,4.972411632537842
IMG-0BF441CFFD,R1,A,5075,0,0,0.0,0.0,-3.0921521186828613,6.4319353103637695
IMG-CF7D513190,R1,B,10423,0,0,0.0,0.0,-4.590960502624512,5.81773042678833
IMG-1610969B40,R1,B,1826,0,0,0.0,0.0,-3.59797739982605,4.465749263763428
IMG-27963623FC,R1,B,7784,0,0,0.0,0.0,-4.004456520080566,6.035006523132324
IMG-4C2D1F3E83,R1,A,2101,0,0,0.0,0.0,-2.7817575931549072,6.520010471343994
IMG-661F5E6D96,R1,B,1460,0,0,0.0,0.0,-3.2059032917022705,6.246405124664307
IMG-26EAA54C4E,R1,B,3875,1,0,0.00025806451612903227,0.0,-5.999916076660156,5.739440441131592
IMG-64F9D9EAFD,R1,A,3232,0,0,0.0,0.0,-3.164278030395508,5.150449275970459
IMG-409C8E0531,R1,B,2409,0,0,0.0,0.0,-5.035487174987793,7.221289157867432
IMG-BA1F2CA3C2,R1,A,6177,0,0,0.0,0.0,-3.0110926628112793,6.165559768676758
