影像号,读者,diagnostics_Versions_PyRadiomics,diagnostics_Versions_Numpy,diagnostics_Versions_SimpleITK,diagnostics_Versions_PyWavelet,diagnostics_Versions_Python,diagnostics_Configuration_Settings,diagnostics_Configuration_EnabledImageTypes,diagnostics_Image-original_Hash,diagnostics_Image-original_Dimensionality,diagnostics_Image-original_Spacing,diagnostics_Image-original_Size,diagnostics_Image-original_Mean,diagnostics_Image-original_Minimum,diagnostics_Image-original_Maximum,diagnostics_Mask-original_Hash,diagnostics_Mask-original_Spacing,diagnostics_Mask-original_Size,diagnostics_Mask-original_BoundingBox,diagnostics_Mask-original_VoxelNum,diagnostics_Mask-original_VolumeNum,diagnostics_Mask-original_CenterOfMassIndex,diagnostics_Mask-original_CenterOfMass
IMG-FD56119EA7,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},9ee21eb280b0497693fc4cfa64fe3c027f5fa0e5,3D,"(0.9999999999999998, 1.0, 2.0)","(36, 31, 21)",23.305086192182966,4.0,55.0,8d38cb7f9837483e5ee0c62138efb3a6a906f481,"(0.9999999999999998, 1.0, 2.0)","(36, 31, 21)","(5, 5, 5, 26, 21, 11)",1634,1,"(16.831701346389227, 13.814565483476132, 8.929008567931456)","(-0.8072436433600352, -10.228598320058968, -72.71725177904422)"
IMG-05082286D9,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},874966f2db5de740e96045a08ab5fb6b0bc89275,3D,"(1.0, 1.0, 1.9999999999999998)","(78, 70, 40)",38.23038919413919,1.0,87.0,19a4e4999b44e07ccd5a52029a813735065bf97b,"(1.0, 1.0, 1.9999999999999998)","(78, 70, 40)","(5, 5, 5, 68, 60, 31)",32487,1,"(36.69846400098501, 32.85908209437621, 17.89931357158248)","(18.57311708325769, 15.674594627803486, 7.9402545747818)"
IMG-380589DDAC,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},802427960bc07d843b40a60ede7d8e11fa8e14e0,3D,"(1.0, 1.0, 1.9999999999999998)","(44, 41, 29)",30.47302928358437,1.0,67.0,bedb709e1afbf522024564fd0677964ed341120e,"(1.0, 1.0, 1.9999999999999998)","(44, 41, 29)","(5, 5, 5, 34, 31, 19)",5590,1,"(19.14364937388193, 22.840429338103757, 12.87191413237925)","(-5.261122587766852, 41.12246677754562, 17.77625600182025)"
IMG-8EEA8E66A1,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},77de8c0c483fb4e71147b6f1a32551b7d3ae90bc,3D,"(1.0, 1.0, 2.0)","(41, 40, 29)",30.81837678721615,4.0,82.0,1a605c4fe2d803bec9d89d37a1a1911adb6895a0,"(1.0, 1.0, 2.0)","(41, 40, 29)","(5, 5, 5, 31, 30, 19)",5240,1,"(20.45496183206107, 20.466603053435115, 15.317557251908397)","(-0.9709381679389288, 63.011603053435124, 60.6945145038168)"
IMG-5B9E750116,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},988c8dc64bf47dded02219eb72acbe01666a8be8,3D,"(1.0, 0.9999999999999999, 2.0)","(46, 42, 37)",41.50054557663253,2.0,103.0,cfd8560dcfb5b1e76629428b9519f899dee283f3,"(1.0, 0.9999999999999999, 2.0)","(46, 42, 37)","(5, 5, 3, 36, 32, 30)",7901,1,"(22.790532843943804, 20.52727502847741, 17.694215922035184)","(0.9417005722287186, 37.68675923936933, -8.044396707770563)"
IMG-81E9925726,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},ffca0576fb6b9252844748bab49f21d8972e3b11,3D,"(1.0, 1.0, 2.0)","(51, 39, 29)",41.9245505452402,1.0,94.0,36609a99d6e7d0e5f49613cd82c406ef8e11ae54,"(1.0, 1.0, 2.0)","(51, 39, 29)","(5, 5, 5, 41, 29, 19)",7865,1,"(25.974825174825174, 17.504005085823266, 14.106929434202161)","(0.5974391763983853, 39.39506360228509, -23.31354113159569)"
IMG-FE253BFCC1,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},f4912ec7ac8b8b6ddf58d7e36d013d83da80ca67,3D,"(1.0, 0.9999999999999999, 2.0)","(60, 60, 34)",27.41683823529412,1.0,91.0,8b64ddfee021e491cb172b3cb2e9ff345ffa4838,"(1.0, 0.9999999999999999, 2.0)","(60, 60, 34)","(5, 5, 1, 50, 50, 32)",27308,1,"(30.464296176944487, 28.459022996923977, 15.952944192178116)","(-0.447724302111979, 25.237376680484164, -29.627229421946076)"
IMG-7F272E52C4,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},e6d12a3c6f8955b1a901541b9efd80632337ed08,3D,"(1.0, 0.9999999999999998, 2.0)","(41, 50, 26)",32.663714821763605,3.0,95.0,6db6ce80c386dd41d70e1a45783350fd47ffd61d,"(1.0, 0.9999999999999998, 2.0)","(41, 50, 26)","(5, 5, 5, 31, 40, 16)",9025,1,"(20.581717451523545, 24.94371191135734, 12.801883656509695)","(-1.5687239770759263, 50.544461079246545, -10.60069530809864)"
IMG-CC74D73278,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},efb136fd14eb3ce6cd25ed2773c85c84e9daadba,3D,"(1.0, 1.0, 1.9999999999999998)","(40, 29, 19)",23.22277676950998,6.0,64.0,cccaa191c5e5511eeefbc006806d74853630d04a,"(1.0, 1.0, 1.9999999999999998)","(40, 29, 19)","(5, 5, 5, 30, 19, 9)",1875,1,"(20.8016, 13.136533333333333, 8.768)","(-11.047051798697467, 12.640804122088383, -36.9099259696125)"
IMG-B842AB8222,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},b4204f93efff354de916190842119eca112641eb,3D,"(1.0, 1.0, 2.0)","(30, 35, 20)",42.316428571428574,1.0,103.0,050ccbca1d6c5b8e36fdd0fb5288ef16de184a10,"(1.0, 1.0, 2.0)","(30, 35, 20)","(5, 5, 5, 20, 25, 10)",1973,1,"(13.739989863152559, 16.34363912823112, 9.179422199695894)","(-22.068857084282868, 59.15482362923778, -31.428043108379782)"
IMG-03F1BA49E0,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},47e7ca9f6412bb7940d722fb80505e8cf6684380,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(49, 62, 31)",37.91110450423666,2.0,131.0,f5be003049e41bf1dbbab43ffa1ece5f4298ee93,"(0.9999999999999999, 0.9999999999999999, 2.0)","(49, 62, 31)","(5, 5, 1, 39, 52, 25)",14394,1,"(23.41169931916076, 31.86202584410171, 13.864110045852438)","(0.8379850500058375, 29.967751860597563, 8.965677942035896)"
IMG-2F73457616,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},f5dbf9c1b537fcf6b171f9ba010b24042d89998a,3D,"(0.9999999999999999, 1.0, 1.9999999999999998)","(51, 65, 33)",18.56170757347228,1.0,69.0,a4f7344c4f7ac900dbfd96d7cdce8f3d8b296169,"(0.9999999999999999, 1.0, 1.9999999999999998)","(51, 65, 33)","(5, 5, 3, 41, 55, 25)",6836,1,"(27.379900526623757, 27.90579286132241, 15.3734640140433)","(-2.493321320227068, 38.037769032026276, 72.63233135300868)"
IMG-887B5BBEA4,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},525ece37e04c7f8c8aaf1f811bd35a0e18c89d3e,3D,"(0.9999999999999999, 1.0, 2.0)","(42, 49, 33)",34.07572812674854,2.0,69.0,6c154be67d9f23bbb3ec10ff73dd8e94c2b662fd,"(0.9999999999999999, 1.0, 2.0)","(42, 49, 33)","(5, 5, 5, 32, 39, 23)",9742,1,"(21.034489837815645, 25.568466433997127, 15.434715664134675)","(-1.242423581470259, 29.192077777996687, -64.45121560562)"
IMG-AD2B6907E7,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},fdf073078e713377868c81e80e8863419401a8cf,3D,"(1.0, 1.0, 1.9999999999999998)","(48, 46, 30)",29.826600241545894,4.0,63.0,f703c7134722f2823a29bec90f89e802ab622fa2,"(1.0, 1.0, 1.9999999999999998)","(48, 46, 30)","(5, 5, 5, 38, 36, 20)",7904,1,"(24.25139170040486, 22.64891194331984, 15.288461538461538)","(-3.17631854363664, 38.12801929025343, 43.15642739299716)"
IMG-FF74DF2CB0,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},5de75e94fbecd4f94e5d7544aa4ba41c01e2fccf,3D,"(1.0, 1.0, 1.9999999999999998)","(40, 46, 30)",32.14885869565217,1.0,88.0,bff41a4707059f1fb15f300580759ae66cb2aeaa,"(1.0, 1.0, 1.9999999999999998)","(40, 46, 30)","(5, 5, 5, 30, 36, 20)",5334,1,"(17.496062992125985, 21.053243344581926, 12.48931383577053)","(-7.619037007873999, 64.89904334458195, 33.91032767154105)"
IMG-CA8DB0E356,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},cf4d90a1ed97c6bc8bf207a6e417bd7aa9519dd2,3D,"(1.0, 1.0, 2.0)","(38, 43, 24)",31.346465728274175,3.0,81.0,5300e90a5bf1c8a3494c3ed6e45fcbbaa4c0da31,"(1.0, 1.0, 2.0)","(38, 43, 24)","(5, 5, 3, 28, 33, 16)",2943,1,"(18.40808698606864, 21.651715936119604, 11.898063200815495)","(-6.836168912785109, 44.63755540245508, 13.408549625842003)"
IMG-2586B3625A,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},647da0b2d94d9e361461de17c53aed4dc8c1d3fd,3D,"(1.0, 1.0, 1.9999999999999998)","(40, 39, 28)",29.717193223443225,3.0,111.0,d257357de30dc79f0ebf62ef0cd349bd88681c76,"(1.0, 1.0, 1.9999999999999998)","(40, 39, 28)","(5, 5, 5, 30, 29, 18)",5741,1,"(19.588225047901062, 16.789409510538235, 13.229576728792892)","(2.7831250479010947, 34.99670951053823, -47.44984654241422)"
IMG-9E2C4ABE0B,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},9e2c90fa5dc9900ac6c55a5e622d630469e542ec,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)",32.569038003177965,3.0,86.0,2f1218d7ea4de442116ac925fae59e18a95079ee,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)","(7, 13, 5, 46, 33, 25)",8856,1,"(29.447380307136406, 29.45099367660343, 17.774277326106596)","(-9.969889842362509, 33.53814862854272, 29.446457618141757)"
IMG-9E2C4ABE0B,R2,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},462c4ec849cf1f6c9350cb04fd5a93af940ded68,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)",35.553520590572035,3.0,94.0,ed7b6d7f4cc05dc52b470469bce1be4bdb2861b3,"(0.9999999999999999, 0.9999999999999999, 2.0)","(64, 59, 32)","(5, 5, 5, 54, 49, 25)",20993,1,"(30.519363597389606, 27.892869051588626, 15.7906445005478)","(-8.885755471503288, 33.08548862381426, 25.211383527261127)"
IMG-56F78D7F71,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},67091ac82bc22703217f419e0bea884328c8a158,3D,"(1.0, 1.0, 1.9999999999999998)","(73, 94, 54)",30.871039649384155,1.0,105.0,99c4689ca90a744c3664f2fd8644888adb0d64fe,"(1.0, 1.0, 1.9999999999999998)","(73, 94, 54)","(5, 5, 5, 63, 84, 44)",67626,1,"(35.44255168130601, 48.90607162925502, 27.489057463105905)","(-1.8942483186939754, 32.87717162925503, -7.222985073788209)"
IMG-B620C26C3C,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},f662879f95619decb653c0d33ba539004e02141d,3D,"(0.9999999999999998, 1.0, 2.0)","(39, 34, 22)",21.968668586315644,4.0,48.0,663053b36423f84bdbd0dcd20111a52a447644d7,"(0.9999999999999998, 1.0, 2.0)","(39, 34, 22)","(5, 5, 5, 29, 24, 12)",1939,1,"(17.920061887570913, 17.4337287261475, 10.30221763795771)","(-17.4449011234065, 48.31690580988416, 0.600741078807534)"
IMG-D0FB6C7AE7,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},a314ec5e1ce60254ebeb00c1b3c5eb07e16ccb71,3D,"(1.0, 1.0, 2.0)","(52, 48, 26)",25.157220784023668,2.0,61.0,ccef32b4ebfd3a7c8b25e1e92ae4ecfd2cb05ad2,"(1.0, 1.0, 2.0)","(52, 48, 26)","(7, 6, 7, 36, 36, 13)",4667,1,"(25.682022712663382, 22.894578958645813, 12.808442254124705)","(3.071179428887582, 26.357215352373636, 7.735514827243705)"
IMG-D0FB6C7AE7,R2,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},3bc51f9d7de69d1f4d37014dcc00e1def60a7242,3D,"(1.0, 1.0, 2.0)","(52, 48, 26)",32.400425295857985,2.0,79.0,87a04afa9ff65a4bd2ac192ebab4c91417998567,"(1.0, 1.0, 2.0)","(52, 48, 26)","(5, 5, 5, 42, 38, 17)",9579,1,"(24.49180499008247, 23.447645892055537, 13.60966697985176)","(1.8770876514320278, 27.751710865818907, 6.776412314489569)"
IMG-D9EB6D7E30,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},71866e38889677352f83be13f4919436b64e57fe,3D,"(0.9999999999999999, 1.0, 2.0)","(48, 65, 33)",39.964423076923076,1.0,82.0,30e5e07bb8dda1dd6354350bbecf23b0a319315a,"(0.9999999999999999, 1.0, 2.0)","(48, 65, 33)","(5, 5, 5, 38, 55, 23)",12710,1,"(23.627616050354053, 32.146341463414636, 17.296302124311566)","(13.059589904103381, 28.491355246769395, 39.23245544187186)"
IMG-21459DC175,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},395c53e26895e0b1faf7ffadcb6f76a219ef122a,3D,"(1.0, 0.9999999999999999, 2.0)","(41, 40, 28)",37.11548344947735,2.0,100.0,a86a874acb7b197a91d74f80c8f05535635acb22,"(1.0, 0.9999999999999999, 2.0)","(41, 40, 28)","(5, 5, 5, 31, 30, 18)",4999,1,"(18.80876175235047, 20.56131226245249, 14.023404680936187)","(-9.160632913560011, 63.83602897032314, 52.55966511834884)"
IMG-E04D5E9519,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},efef62d778fe435810921b316ce3b14d2d0725c5,3D,"(0.9999999999999998, 1.0, 2.0)","(61, 50, 24)",29.37986338797814,2.0,65.0,47fea88e2588aa615010ebf54e3a364e88b102ba,"(0.9999999999999998, 1.0, 2.0)","(61, 50, 24)","(5, 5, 5, 51, 40, 15)",6635,1,"(29.29600602863602, 25.891484551620195, 12.501582516955539)","(6.872444528948758, 40.36481655601006, 8.950542274153639)"
IMG-9FBC3B9E41,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},5a77d98a2ae460adab5a1f9e79304fbcd9c7cdcf,3D,"(1.0, 0.9999999999999999, 1.9999999999999998)","(53, 38, 26)",28.718241539989307,3.0,78.0,28fd2d969f50f54af7ee99ad8d8209a91c8ccbb5,"(1.0, 0.9999999999999999, 1.9999999999999998)","(53, 38, 26)","(5, 5, 5, 43, 28, 16)",2230,1,"(20.937668161434978, 16.976233183856504, 13.245739910313901)","(-5.98829259476258, 51.24822139684463, -39.11940543373328)"
IMG-37A61CD40F,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},06e76ffd181d1f9a8fdfc1f6b6a06f1abd286902,3D,"(0.9999999999999999, 0.9999999999999999, 2.0)","(56, 51, 33)",32.91938290467702,6.0,99.0,62120dc3cc7093ed57566b6d124e13db1dc10349,"(0.9999999999999999, 0.9999999999999999, 2.0)","(56, 51, 33)","(5, 5, 5, 46, 41, 23)",10533,1,"(27.758378429697142, 21.235830247792652, 16.112978258805658)","(-5.18155306551494, 19.60714404281509, -3.4729434823886933)"
IMG-F9D06E12D1,R1,v3.0.1,1.21.6,2.2.1,1.3.0,3.7.12,"{'minimumROIDimensions': 2, 'minimumROISize': 10, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 0, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 1.0}",{'Original': {}},eb01d91a4b6378076218226610478b7068996b69,3D,"(0.9999999999999999, 1.0, 2.0)","(68, 50, 33)",25.28825311942959,2.0,92.0,306b9c99788cf225cd3ca0230ac44cac571f6477,"(0.9999999999999999, 1.0, 2.0)","(68, 50, 33)","(5, 5, 5, 58, 40, 28)",15764,1,"(35.22982745496067, 23.560010149708194, 19.353780766302968)","(-9.356533012343313, 58.55644138140348, 53.213547136869124)"
